t,inp,resp,fit
3.82,-12.0000000803317,-11.1600036619421,-11.4405065846316
3.84,-11.9999998539382,-11.1414904699419,-11.4412140738694
3.86,-12.0000001455269,-11.1370731207237,-11.4417338780854
3.88,-11.3583721503745,-11.1364819087667,-11.442115861162
3.9,3.08876195233645,-11.1337523033187,-11.4423965995637
3.92,12.0000003545507,-11.1500811228342,-11.4426029090129
3.94,11.9999999903789,-11.1106586916758,-11.4427544029675
3.96,11.9999999662248,-10.4154499926392,-11.4428656560086
3.98,11.9999998501913,-10.0871733542951,-11.4429474730252
4,11.9999999486199,-7.30415019295498,-11.2807135262832
4.02,12.0000000470484,-4.30742481074686,-7.50723866465647
4.04,12.0000000855622,-1.40907861914356,-2.48065692287742
4.06,11.9999999782786,1.63030672640071,1.2126279779379
4.08,12.0000000271337,3.93605183108344,3.92627203443657
4.1,11.9999999598502,5.66433647919265,5.92012416643094
4.12,12.0000003358126,7.86817219174472,7.38510865502569
4.14,12.0000004039442,8.68949687877499,8.46150721565691
4.16,11.9999999483447,9.36637466648352,9.25239193684131
4.18,-5.66810913373927,9.72077006868683,9.83349509710748
4.2,-11.9999999841177,9.9441211906306,10.260461125618
4.22,-11.9999998995076,10.114335336855,10.5741747427537
4.24,-11.9999998868548,9.81453354957822,10.8046761713139
4.26,-12.0000003910679,9.27024885071872,10.9740372992746
4.28,-11.9999999238668,7.93615624257588,11.0984754095359
4.3,-12.0000000156826,6.32098059747104,6.72091626457755
4.32,-12.0000000239995,2.79815634766012,1.90290599828814
4.34,-11.9999998151442,-0.242735587485971,-1.63713091323584
4.36,-12.0000001205869,-2.28075998824531,-4.23817588878873
4.38,-12.0000004299536,-4.81303391531395,-6.14929591203833
4.4,-12.0000002404634,-7.21793005965287,-7.55349277386902
4.42,-12.0000007070502,-8.88946505392058,-8.58522757498646
4.44,-12.0000003682273,-9.77024456389526,-9.34329555517128
4.46,-11.9999999515364,-10.3471743928111,-9.90028656280211
4.48,-11.9999998584612,-10.6730564589155,-10.3095362325986
4.5,-11.9999998109198,-10.7244445038254,-10.6102328361365
4.52,-11.9999997441562,-10.6742830931296,-10.8311698604203
4.54,-12.0000000214761,-10.5384971017228,-10.9935036354029
4.56,-12.0000004110127,-10.4050180714639,-11.1127784219276
4.58,-12.0000001311882,-10.2825828564904,-11.2004155622236
4.6,-12.0000003149413,-10.2433853296069,-11.2648069982665
4.62,-11.999999818693,-10.2675154508802,-11.3121186458596
4.64,-11.9999995720309,-10.4050203496441,-11.3468809002379
4.66,-11.9999999722863,-10.5345920375727,-11.3724225648529
